"Category","NaturalLanguageQuestion","CypherQuery","generated_question"
"Path Queries (Variable-length)","Show the relationship path (up to 3 hops) between 'Phishing' and 'Data Exfiltration' techniques.","MATCH p = (t1:UcoexMITREATTACK {ucoexNAME: 'Phishing'})-[*..3]-(t2:UcoexMITREATTACK {ucoexNAME: 'Data Exfiltration'}) RETURN p"
"Path Queries (Variable-length)","What is the shortest path (up to 4 hops) connecting 'APT28' to 'CVE-2021-44228'?","MATCH p = allShortestPaths((g:UcoexGROUPS {ucoexNAME: 'APT28'})-[*..4]-(c:UcoCVE {label: 'CVE-2021-44228'})) RETURN p"
"Path Queries (Variable-length)","Find all paths (up to 5 hops) from the 'Lazarus Group' to any 'CRITICAL' severity CVE.","MATCH p = (g:UcoexGROUPS {ucoexNAME: 'Lazarus Group'})-[*..5]-(c:UcoCVE {ucobaseSeverity: 'CRITICAL'}) RETURN p LIMIT 10"
"Path Queries (Variable-length)","Show me how 'User Account Control' (a mitigation) is related (max 4 hops) to 'Cobalt Strike' (software).","MATCH p = (m:UcoexMITIGATIONS {ucoexNAME: 'User Account Control'})-[*..4]-(s:UcoexSOFTWARE {ucoexNAME: 'Cobalt Strike'}) RETURN p"
"Path Queries (Variable-length)","Find all weaknesses (CWEs) that are 1 to 3 hops away from CAPEC-100 ('SQL Injection').","MATCH p = (ca:UcoexCAPEC {ucoexCAPEC_id: '100'})-[*1..3]-(w:UcoCWE) RETURN p"
"Path Queries (Variable-length)","How are 'APT28' and 'Lazarus Group' connected (up to 3 hops)? Do they share tools or techniques?","MATCH p = (g1:UcoexGROUPS {ucoexNAME: 'APT28'})-[*..3]-(g2:UcoexGROUPS {ucoexNAME: 'Lazarus Group'}) RETURN p"
"Path Queries (Variable-length)","Show the shortest path (up to 4 hops) from 'microsoft:windows_10' (CPE) to the 'Sandworm Team' group.","MATCH p = allShortestPaths((c:UcoexCPE {cpeName: 'microsoft:windows_10'})-[*..4]-(g:UcoexGROUPS {ucoexNAME: 'Sandworm Team'})) RETURN p"
"Path Queries (Variable-length)","Show all nodes within 2 hops of the mitigation 'Access Token Manipulation'.","MATCH p = (m:UcoexMITIGATIONS {ucoexNAME: 'Access Token Manipulation'})-[*1..2]-(n) RETURN p"
"Path Queries (Variable-length)","Find the relationship (max 5 hops) between D3FEND's 'File Access Pattern Analysis' and 'CVE-2017-0199'.","MATCH p = (d:UcoexMITRED3FEND {ucoexMITRED3FEND_LABEL: 'File Access Pattern Analysis'})-[*..5]-(c:UcoCVE {label: 'CVE-2017-0199'}) RETURN p"
"Path Queries (Variable-length)","Are 'CVE-2021-44228' and 'CVE-2021-45046' (Log4j vulns) related? Show path up to 3 hops.","MATCH p = (c1:UcoCVE {label: 'CVE-2021-44228'})-[*..3]-(c2:UcoCVE {label: 'CVE-2021-45046'}) RETURN p"
"Path Queries (Variable-length)","Find all CAPEC patterns that are 1 or 2 hops away from the 'Process Injection' technique.","MATCH p = (ca:UcoexCAPEC)-[*1..2]-(t:UcoexMITREATTACK {ucoexNAME: 'Process Injection'}) RETURN p"
"Path Queries (Variable-length)","Show me the entire sub-graph of nodes 1-hop away from the 'SolarWinds' campaign.","MATCH p = (c:UcoexCAMPAIGNS {ucoexNAME: 'SolarWinds'})-[*1]-(n) RETURN p"
"Path Queries (Variable-length)","Find the shortest path between a vulnerability with 'remote code execution' in its summary and the 'APT29' group.","MATCH p = allShortestPaths((v:UcoVulnerability)-[*..5]-(g:UcoexGROUPS {ucoexNAME: 'APT29'})) WHERE v.ucosummary CONTAINS 'remote code execution' RETURN p LIMIT 1"
"Path Queries (Variable-length)","What software tools (up to 4 hops) are related to 'CWE-78: OS Command Injection'?","MATCH p = (w:UcoCWE {ucocweID: 'CWE-78'})-[*..4]-(s:UcoexSOFTWARE) RETURN p"
"Path Queries (Variable-length)","Show the path (up to 3 hops) connecting 'Mimikatz' and 'PowerShell'.","MATCH p = (s1:UcoexSOFTWARE {ucoexNAME: 'Mimikatz'})-[*..3]-(s2:UcoexSOFTWARE {ucoexNAME: 'PowerShell'}) RETURN p"
"Graph Pattern Matching","Show me all threat groups, the techniques they use, and the mitigations for those techniques.","MATCH (g:UcoexGROUPS)-[:UCOEXGROUPUSESTECHNIQUE]->(t:UcoexMITREATTACK)<-[:UCOEXMITIGATES]-(m:UcoexMITIGATIONS) RETURN g.ucoexNAME, t.ucoexNAME, m.ucoexNAME"
"Graph Pattern Matching","Find campaigns, their attributed groups, and the techniques they use.","MATCH (g:UcoexGROUPS)<-[:UCOEXATTRIBUTEDTO]-(c:UcoexCAMPAIGNS)-[:UCOEXCAMPAIGNUSESTECHNIQUE]->(t:UcoexMITREATTACK) RETURN c.ucoexNAME, g.ucoexNAME, t.ucoexNAME"
"Graph Pattern Matching","Show me which groups use software that in turn employ specific ATT&CK techniques.","MATCH (g:UcoexGROUPS)-[:UCOEXGROUPUSESSOFTWARE]->(s:UcoexSOFTWARE)-[:UCOEXSOFTWAREUSESTECHNIQUE]->(t:UcoexMITREATTACK) RETURN g.ucoexNAME, s.ucoexNAME, t.ucoexNAME"
"Graph Pattern Matching","Find exploit targets, their vulnerabilities, the CVE-ID, and the affected CPE.","MATCH (et:UcoExploitTarget)-[:UCOHASVULNERABILITY]->(v:UcoVulnerability)-[:UCOHASCVE_ID]->(c:UcoCVE)-[:UCOEXHASCPE]->(p:UcoexCPE) RETURN et.uri, v.ucosummary, c.label, p.cpeName"
"Graph Pattern Matching","Show attack patterns (CAPEC), their related weaknesses (CWE), and the CVEs where those weaknesses were observed.","MATCH (ca:UcoexCAPEC)-[:UCOEXHASRELATEDWEAKNESS]->(w:UcoCWE)-[:UCOHASOBSERVEDEXAMPLE]->(o:UcoexObservedExample)-[:UCOEXEXAMPLEOBSERVEDIN]->(c:UcoCVE) RETURN ca.ucoexCAPEC_name, w.ucocweID, c.label"
"Graph Pattern Matching","Find threat groups and campaigns that both use the same ATT&CK technique.","MATCH (g:UcoexGROUPS)-[:UCOEXGROUPUSESTECHNIQUE]->(t:UcoexMITREATTACK)<-[:UCOEXCAMPAIGNUSESTECHNIQUE]-(c:UcoexCAMPAIGNS) RETURN g.ucoexNAME, t.ucoexNAME, c.ucoexNAME"
"Graph Pattern Matching","Find threat groups and campaigns that both use the same software.","MATCH (g:UcoexGROUPS)-[:UCOEXGROUPUSESSOFTWARE]->(s:UcoexSOFTWARE)<-[:UCOEXCAMPAIGNUSESSOFTWARE]-(c:UcoexCAMPAIGNS) RETURN g.ucoexNAME, s.ucoexNAME, c.ucoexNAME"
"Graph Pattern Matching","Show me D3FEND defenses, the ATT&CK techniques they counter, and the groups that use those techniques.","MATCH (d:UcoexMITRED3FEND)-[:UCOEXHASMITREATTACK]->(t:UcoexMITREATTACK)<-[:UCOEXGROUPUSESTECHNIQUE]-(g:UcoexGROUPS) RETURN d.ucoexMITRED3FEND_LABEL, t.ucoexNAME, g.ucoexNAME"
"Graph Pattern Matching","What software tools are used by both 'APT28' and 'Sandworm Team'?","MATCH (g1:UcoexGROUPS {ucoexNAME: 'APT28'})-[:UCOEXGROUPUSESSOFTWARE]->(s:UcoexSOFTWARE)<-[:UCOEXGROUPUSESSOFTWARE]-(g2:UcoexGROUPS {ucoexNAME: 'Sandworm Team'}) RETURN s.ucoexNAME"
"Graph Pattern Matching","What ATT&CK techniques are used by both 'APT29' and 'Lazarus Group'?","MATCH (g1:UcoexGROUPS {ucoexNAME: 'APT29'})-[:UCOEXGROUPUSESTECHNIQUE]->(t:UcoexMITREATTACK)<-[:UCOEXGROUPUSESTECHNIQUE]-(g2:UcoexGROUPS {ucoexNAME: 'Lazarus Group'}) RETURN t.ucoexNAME"
"Graph Pattern Matching","Show weaknesses (CWEs) that have observed examples in CVEs that affect 'microsoft:windows_10'.","MATCH (p:UcoexCPE {cpeName: 'microsoft:windows_10'})<-[:UCOEXHASCPE]-(c:UcoCVE)<-[:UCOEXEXAMPLEOBSERVEDIN]-(o:UcoexObservedExample)<-[:UCOHASOBSERVEDEXAMPLE]-(w:UcoCWE) RETURN DISTINCT w.ucocweID, w.ucocweName"
"Graph Pattern Matching","Find groups using techniques for which there are no mitigations listed.","MATCH (g:UcoexGROUPS)-[:UCOEXGROUPUSESTECHNIQUE]->(t:UcoexMITREATTACK) WHERE NOT (t)<-[:UCOEXMITIGATES]-(:UcoexMITIGATIONS) RETURN DISTINCT g.ucoexNAME, t.ucoexNAME"
"Graph Pattern Matching","What threat groups use techniques that are mapped from 'High' severity CAPEC patterns?","MATCH (ca:UcoexCAPEC {ucoexSeverity: 'High'})-[:UCOEXHASTAXONOMYMAPPING]->(t:UcoexMITREATTACK)<-[:UCOEXGROUPUSESTECHNIQUE]-(g:UcoexGROUPS) RETURN DISTINCT g.ucoexNAME, t.ucoexNAME, ca.ucoexCAPEC_name"
"Graph Pattern Matching","What campaigns use the same techniques as the 'Mimikatz' software?","MATCH (s:UcoexSOFTWARE {ucoexNAME: 'Mimikatz'})-[:UCOEXSOFTWAREUSESTECHNIQUE]->(t:UcoexMITREATTACK)<-[:UCOEXCAMPAIGNUSESTECHNIQUE]-(c:UcoexCAMPAIGNS) RETURN DISTINCT c.ucoexNAME, t.ucoexNAME"
"Graph Pattern Matching","Find 'CRITICAL' CVEs and their related weaknesses (CWEs) that affect 'apache:log4j'.","MATCH (p:UcoexCPE {cpeName: 'apache:log4j'})<-[:UCOEXHASCPE]-(c:UcoCVE {ucobaseSeverity: 'CRITICAL'})<-[:UCOEXEXAMPLEOBSERVEDIN]-(:UcoexObservedExample)<-[:UCOHASOBSERVEDEXAMPLE]-(w:UcoCWE) RETURN c.label, w.ucocweID, w.ucocweName"
"Comparative and Ranking","Rank threat groups by the number of 'Enterprise' domain techniques they use.","MATCH (g:UcoexGROUPS)-[:UCOEXGROUPUSESTECHNIQUE]->(t:UcoexMITREATTACK {ucoexDOMAIN: 'Enterprise'}) RETURN g.ucoexNAME, count(t) AS techniqueCount ORDER BY techniqueCount DESC"
"Comparative and Ranking","List the top 10 most exploitable 'CRITICAL' CVEs that allow full privilege escalation.","MATCH (c:UcoCVE {ucobaseSeverity: 'CRITICAL', ucoobtainAllPrivilege: 'true'}) RETURN c.label, toFloat(c.ucoexploitabilityScore) AS exploitScore ORDER BY exploitScore DESC LIMIT 10"
"Comparative and Ranking","What is the most popular software tool used by threat groups? List the top 5.","MATCH (g:UcoexGROUPS)-[:UCOEXGROUPUSESSOFTWARE]->(s:UcoexSOFTWARE) RETURN s.ucoexNAME, count(g) AS groupCount ORDER BY groupCount DESC LIMIT 5"
"Comparative and Ranking","Which weaknesses (CWEs) are associated with the most attack patterns (CAPECs)?","MATCH (ca:UcoexCAPEC)-[:UCOEXHASRELATEDWEAKNESS]->(w:UcoCWE) RETURN w.ucocweID, w.ucocweName, count(ca) AS capecCount ORDER BY capecCount DESC LIMIT 10"
"Comparative and Ranking","List all CAPEC patterns, ordered first by 'High' severity, then by 'High' likelihood.","MATCH (ca:UcoexCAPEC) RETURN ca.ucoexCAPEC_name, ca.ucoexSeverity, ca.ucoexLikelihood ORDER BY ca.ucoexSeverity DESC, ca.ucoexLikelihood DESC"
"Comparative and Ranking","Find CVEs where the impact score is greater than the exploitability score.","MATCH (c:UcoCVE) WHERE toFloat(c.ucoimpactScore) > toFloat(c.ucoexploitabilityScore) RETURN c.label, c.ucoimpactScore, c.ucoexploitabilityScore"
"Comparative and Ranking","List the top 10 most vulnerable products (CPEs) based on the number of 'CRITICAL' CVEs.","MATCH (c:UcoCVE {ucobaseSeverity: 'CRITICAL'})-[:UCOEXHASCPE]->(p:UcoexCPE) RETURN p.cpeName, count(c) AS criticalCveCount ORDER BY criticalCveCount DESC LIMIT 10"
"Comparative and Ranking","Rank 'Mobile' domain ATT&CK techniques by the number of available mitigations.","MATCH (m:UcoexMITIGATIONS)-[:UCOEXMITIGATES]->(t:UcoexMITREATTACK {ucoexDOMAIN: 'Mobile'}) RETURN t.ucoexNAME, count(m) AS mitigationCount ORDER BY mitigationCount DESC"
"Comparative and Ranking","Which campaigns are attributed to the most threat groups?","MATCH (c:UcoexCAMPAIGNS)-[:UCOEXATTRIBUTEDTO]->(g:UcoexGROUPS) RETURN c.ucoexNAME, count(g) AS groupCount ORDER BY groupCount DESC"
"Comparative and Ranking","List all CWEs, ordered by their likelihood of exploit (High to Low).","MATCH (w:UcoCWE) WHERE w.ucolikelihoodOfExploit IS NOT NULL RETURN w.ucocweID, w.ucocweName, w.ucolikelihoodOfExploit ORDER BY w.ucolikelihoodOfExploit DESC"
"Comparative and Ranking","Rank CAPEC patterns by severity (descending) and then by the skill required (ascending, assuming 'Low' is easier).","MATCH (ca:UcoexCAPEC) RETURN ca.ucoexCAPEC_name, ca.ucoexSeverity, ca.ucoexSkills_Required ORDER BY ca.ucoexSeverity DESC, ca.ucoexSkills_Required ASC"
"Comparative and Ranking","List the top 5 least mitigated 'Enterprise' techniques used by 'APT29'.","MATCH (g:UcoexGROUPS {ucoexNAME: 'APT29'})-[:UCOEXGROUPUSESTECHNIQUE]->(t:UcoexMITREATTACK {ucoexDOMAIN: 'Enterprise'}) OPTIONAL MATCH (m:UcoexMITIGATIONS)-[:UCOEXMITIGATES]->(t) RETURN t.ucoexNAME, count(m) AS mitigationCount ORDER BY mitigationCount ASC LIMIT 5"
"Comparative and Ranking","Find CVEs with an exploitability score higher than 3.5 and an impact score lower than 5.0.","MATCH (c:UcoCVE) WHERE toFloat(c.ucoexploitabilityScore) > 3.5 AND toFloat(c.ucoimpactScore) < 5.0 RETURN c.label"
"Existence and Set Operations Queries","List all threat groups that have at least one known technique.","MATCH (g:UcoexGROUPS)-[:UCOEXGROUPUSESTECHNIQUE]->(:UcoexMITREATTACK) RETURN DISTINCT g.ucoexNAME"
"Existence and Set Operations Queries","Find all ATT&CK techniques that have no mitigations.","MATCH (t:UcoexMITREATTACK) WHERE NOT (t)<-[:UCOEXMITIGATES]-(:UcoexMITIGATIONS) RETURN t.ucoexNAME"
"Existence and Set Operations Queries","List all software (UcoexSOFTWARE) that is not associated with any ATT&CK technique.","MATCH (s:UcoexSOFTWARE) WHERE NOT (s)-[:UCOEXSOFTWAREUSESTECHNIQUE]->(:UcoexMITREATTACK) RETURN s.ucoexNAME"
"Existence and Set Operations Queries","Find all CWEs that have no observed real-world examples.","MATCH (w:UcoCWE) WHERE NOT (w)-[:UCOHASOBSERVEDEXAMPLE]->(:UcoexObservedExample) RETURN w.ucocweID, w.ucocweName"
